Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Positive Regulation of Cell Fate Commitment (GO:0010455)	2/9	0.013026103339749608	0.188704688005495	0	0	14.101475350845629	61.21168399910792	FGF2;BRD4
Positive Regulation of Protein Binding (GO:0032092)	2/9	0.013026103339749608	0.188704688005495	0	0	14.101475350845629	61.21168399910792	DTX3L;TRIM21
Regulation of Extracellular Matrix Organization (GO:1903053)	3/25	0.013087918946092562	0.188704688005495	0	0	6.7420798898071626	29.234101303826648	EFEMP2;LAMC1;NID1
Glycolytic Process Through Glucose-6-Phosphate (GO:0061620)	3/25	0.013087918946092562	0.188704688005495	0	0	6.7420798898071626	29.234101303826648	ALDOC;ENO3;PFKP
Nucleotide-sugar Biosynthetic Process (GO:0009226)	3/25	0.013087918946092562	0.188704688005495	0	0	6.7420798898071626	29.234101303826648	UGDH;GFPT2;GFPT1
Nicotinamide Nucleotide Metabolic Process (GO:0046496)	4/46	0.01316544334922058	0.188704688005495	0	0	4.71585292344786	20.42039680014205	NADK2;FMO2;ALDOC;ENO3
Regulation of mRNA Processing (GO:0050684)	4/47	0.014169213005996802	0.20171980948402204	0	0	4.605946423314689	19.60605736844078	SON;CSTF2;CWC22;CDK11B
DNA Replication Checkpoint Signaling (GO:0000076)	3/26	0.014580151938726872	0.20210776404537842	0	0	6.448616600790514	27.26535800556974	RFC3;RFC4;RFC2
ERK1 and ERK2 Cascade (GO:0070371)	3/26	0.014580151938726872	0.20210776404537842	0	0	6.448616600790514	27.26535800556974	MAP2K1;CDK1;IL13RA2
Glycogen Metabolic Process (GO:0005977)	3/26	0.014580151938726872	0.20210776404537842	0	0	6.448616600790514	27.26535800556974	GYS1;GBE1;PHKA1
Mismatch Repair (GO:0006298)	3/26	0.014580151938726872	0.20210776404537842	0	0	6.448616600790514	27.26535800556974	PCNA;TREX1;RPA1
Positive Regulation of Autophagy (GO:0010508)	6/100	0.01505588521312067	0.2073382362355899	0	0	3.1682637648205296	13.293991415857857	SH3GLB1;BNIP3;UBR4;HPSE;TRIM21;DCN
Positive Regulation of Cell-Matrix Adhesion (GO:0001954)	4/48	0.015220195738931741	0.2082399507917479	0	0	4.501035673187572	18.8374287260307	EFEMP2;COL16A1;CDK6;HPSE
Protein Modification Process (GO:0036211)	16/439	0.015607241323510821	0.21215779012024066	0	0	1.894018233554926	7.879154271793346	UBL4A;PARP1;NEK7;OGA;CDK11B;TRIOBP;LOXL1;SUMF1;RPS6KA4;PPP1CC;HHAT;TAOK3;CTDSP1;CCNE1;CDK2;STT3A
R-loop Processing (GO:0062176)	2/10	0.016069640792302876	0.21356670116428866	0	0	12.33816120906801	50.966765679079714	RAD50;NBN
Interleukin-27-mediated Signaling Pathway (GO:0070106)	2/10	0.016069640792302876	0.21356670116428866	0	0	12.33816120906801	50.966765679079714	OAS2;STAT1
Positive Regulation of Membrane Depolarization (GO:1904181)	2/10	0.016069640792302876	0.21356670116428866	0	0	12.33816120906801	50.966765679079714	DCN;TRPM4
Cellular Response to UV (GO:0034644)	5/74	0.016142347465112544	0.21356670116428866	0	0	3.5922901493415726	14.822899830442493	PARP1;NOC2L;MMP9;EIF2S1;MAPK13
RNA Stabilization (GO:0043489)	4/49	0.016319050255078536	0.21356670116428866	0	0	4.400787623066104	18.111098757087383	NSUN2;IREB2;PHAX;IGF2BP2
Ribosomal Large Subunit Biogenesis (GO:0042273)	4/49	0.016319050255078536	0.21356670116428866	0	0	4.400787623066104	18.111098757087383	EBNA1BP2;NOP2;NOC2L;RRP15
Cellular Response to Type II Interferon (GO:0071346)	4/50	0.017466394903230913	0.22717095099449094	0	0	4.304898183819483	17.423974386379903	SP100;STAT1;GBP1;GBP4
Regulation of Interferon-Alpha Production (GO:0032647)	3/28	0.01784205813666028	0.22783767572086797	0	0	5.932121212121212	23.88388739447061	IFIH1;STAT1;ZC3HAV1
Regulation of Mitochondrial Fission (GO:0090140)	3/28	0.01784205813666028	0.22783767572086797	0	0	5.932121212121212	23.88388739447061	BNIP3;STAT2;DCN
Renal Water Homeostasis (GO:0003091)	3/28	0.01784205813666028	0.22783767572086797	0	0	5.932121212121212	23.88388739447061	PRKAR1B;WFS1;PRKAR1A
Mitotic G2/M Transition Checkpoint (GO:0044818)	4/51	0.018662807689388435	0.2347269489422031	0	0	4.21308914624293	16.773245847911927	RAD50;TAOK3;CDK1;NBN
Angiogenesis Involved in Wound Healing (GO:0060055)	2/11	0.01938419037301535	0.2347269489422031	0	0	10.966694654352086	43.24493933273962	HPSE;CD34
CRD-mediated mRNA Stabilization (GO:0070934)	2/11	0.01938419037301535	0.2347269489422031	0	0	10.966694654352086	43.24493933273962	IGF2BP3;IGF2BP2
Regulation of Mitochondrial Depolarization (GO:0051900)	2/11	0.01938419037301535	0.2347269489422031	0	0	10.966694654352086	43.24493933273962	ABCD1;DCN
Regulation of Telomere Capping (GO:1904353)	2/11	0.01938419037301535	0.2347269489422031	0	0	10.966694654352086	43.24493933273962	RAD50;NBN
Glucan Biosynthetic Process (GO:0009250)	2/11	0.01938419037301535	0.2347269489422031	0	0	10.966694654352086	43.24493933273962	GYS1;GBE1
Glycogen Biosynthetic Process (GO:0005978)	2/11	0.01938419037301535	0.2347269489422031	0	0	10.966694654352086	43.24493933273962	GYS1;GBE1
UDP-N-acetylglucosamine Metabolic Process (GO:0006047)	2/11	0.01938419037301535	0.2347269489422031	0	0	10.966694654352086	43.24493933273962	GFPT2;GFPT1
Post-translational Protein Targeting to Membrane, Translocation (GO:0031204)	2/11	0.01938419037301535	0.2347269489422031	0	0	10.966694654352086	43.24493933273962	SEC61A2;SEC61B
Positive Regulation of Defense Response to Virus by Host (GO:0002230)	3/29	0.019612640265610576	0.2361361887979513	0	0	5.703671328671328	22.424445877957975	DTX3L;STAT1;PARP9
Endomembrane System Organization (GO:0010256)	9/201	0.019885368468957533	0.238059496386895	0	0	2.3328125	9.139425325398008	GOLGA2;DES;STX17;ATL1;COG2;UBR4;TOR1AIP2;TLCD2;OBSL1
Regulation of Telomere Maintenance (GO:0032204)	4/53	0.02120494848764054	0.25242274838112216	0	0	4.040712994058383	15.570971186834791	RAD50;XRCC5;NEK7;NBN
Positive Regulation of MAP Kinase Activity (GO:0043406)	3/30	0.02147666803374571	0.2542210086915854	0	0	5.492143658810326	21.094160232578755	TAOK3;TPD52L1;FGF2
Cellular Response to Type I Interferon (GO:0071357)	5/80	0.02188991295222089	0.25593677179243596	0	0	3.3038917089678512	12.62657989374413	SP100;OAS2;STAT1;STAT2;IFIT1
Regulation of Interferon-Beta Production (GO:0032648)	4/54	0.022551631770240183	0.25593677179243596	0	0	3.959696202531646	15.014961515047984	IFIH1;OAS2;ISG15;ZC3HAV1
Negative Regulation of Protein Ubiquitination (GO:0031397)	4/54	0.022551631770240183	0.25593677179243596	0	0	3.959696202531646	15.014961515047984	DTX3L;NXN;CDK1;ISG15
Amino Sugar Biosynthetic Process (GO:0046349)	2/12	0.02295778351626502	0.25593677179243596	0	0	9.869521410579345	37.24854347353133	GFPT2;GFPT1
Golgi Inheritance (GO:0048313)	2/12	0.02295778351626502	0.25593677179243596	0	0	9.869521410579345	37.24854347353133	GOLGA2;CDK1
L-serine Metabolic Process (GO:0006563)	2/12	0.02295778351626502	0.25593677179243596	0	0	9.869521410579345	37.24854347353133	PSAT1;PHGDH
Type II Interferon-Mediated Signaling Pathway (GO:0060333)	2/12	0.02295778351626502	0.25593677179243596	0	0	9.869521410579345	37.24854347353133	SP100;STAT1
Negative Regulation of RNA Catabolic Process (GO:1902369)	2/12	0.02295778351626502	0.25593677179243596	0	0	9.869521410579345	37.24854347353133	PHAX;IGF2BP2
Nicotinate Metabolic Process (GO:1901847)	2/12	0.02295778351626502	0.25593677179243596	0	0	9.869521410579345	37.24854347353133	NAMPT;PARP9
Positive Regulation of RIG-I Signaling Pathway (GO:1900246)	2/12	0.02295778351626502	0.25593677179243596	0	0	9.869521410579345	37.24854347353133	DHX58;ZC3HAV1
Protein auto-ADP-ribosylation (GO:0070213)	2/12	0.02295778351626502	0.25593677179243596	0	0	9.869521410579345	37.24854347353133	PARP1;PARP12
Cytoplasmic Pattern Recognition Receptor Signaling Pathway (GO:0002753)	3/31	0.023434237674736767	0.2571663478159915	0	0	5.295725108225108	19.87780698996193	IFIH1;DHX58;MAP2K6
Mitotic G2 DNA Damage Checkpoint Signaling (GO:0007095)	3/31	0.023434237674736767	0.2571663478159915	0	0	5.295725108225108	19.87780698996193	TAOK3;CDK1;NBN
Protein Insertion Into ER Membrane (GO:0045048)	3/31	0.023434237674736767	0.2571663478159915	0	0	5.295725108225108	19.87780698996193	UBL4A;EMC4;TRAM2
Monocarboxylic Acid Transport (GO:0015718)	5/83	0.025204624953420605	0.2751613719008146	0	0	3.1763308603410128	11.691209208833198	ABCC4;CRABP2;RBP1;CRABP1;SLC16A3
Negative Regulation of Protein Modification by Small Protein Conjugation or Removal (GO:1903321)	4/56	0.025398314313960477	0.27523401055681745	0	0	3.807010710808179	13.983426245341725	NXN;CDK1;ISG15;TRIM21
Response to Interferon-Beta (GO:0035456)	3/32	0.02548531527261443	0.27523401055681745	0	0	5.112852664576803	18.7623944256032	BST2;STAT1;MNDA
Regulation of mRNA Splicing, via Spliceosome (GO:0048024)	6/113	0.02580384645132538	0.27523401055681745	0	0	2.7814796318755795	10.17251551293533	DDX17;SON;PCBP4;CWC22;PRDX6;CDK11B
Protein Catabolic Process (GO:0030163)	8/178	0.02675725686152471	0.27523401055681745	0	0	2.3386189258312022	8.468021165557328	CTSK;BNIP3;UBR4;OGA;ISG15;TRIM21;PSMB10;PSMB8
Actin Crosslink Formation (GO:0051764)	2/13	0.026778819252087128	0.27523401055681745	0	0	8.971834211128922	32.47933206073118	EPS8;DPYSL3
Cellular Response to Exogenous dsRNA (GO:0071360)	2/13	0.026778819252087128	0.27523401055681745	0	0	8.971834211128922	32.47933206073118	IFIH1;IFIT1
Regulation of Type II Interferon-Mediated Signaling Pathway (GO:0060334)	2/13	0.026778819252087128	0.27523401055681745	0	0	8.971834211128922	32.47933206073118	PARP14;PARP9
Glucan Metabolic Process (GO:0044042)	2/13	0.026778819252087128	0.27523401055681745	0	0	8.971834211128922	32.47933206073118	GBE1;PHKA1
Host-mediated Suppression of Viral Transcription (GO:0043922)	2/13	0.026778819252087128	0.27523401055681745	0	0	8.971834211128922	32.47933206073118	HMGA2;BRD4
Positive Regulation of Integrin-Mediated Signaling Pathway (GO:2001046)	2/13	0.026778819252087128	0.27523401055681745	0	0	8.971834211128922	32.47933206073118	LAMC1;NID1
Positive Regulation of Nuclear-Transcribed mRNA poly(A) Tail Shortening (GO:0060213)	2/13	0.026778819252087128	0.27523401055681745	0	0	8.971834211128922	32.47933206073118	CNOT1;POLR2G
Protein K27-linked Ubiquitination (GO:0044314)	2/13	0.026778819252087128	0.27523401055681745	0	0	8.971834211128922	32.47933206073118	UBR4;TRIM21
Regulation of Angiogenesis (GO:0045765)	9/213	0.02760742131338949	0.2798839895523565	0	0	2.1942307692307694	7.876565800930893	EGLN1;SP100;STAT1;HMGA2;HPSE;CD34;FGF2;DCN;GTF2I
Multicellular Organismal-Level Water Homeostasis (GO:0050891)	3/33	0.02762974362927867	0.2798839895523565	0	0	4.942171717171717	17.736774343006708	PRKAR1B;WFS1;PRKAR1A
Negative Regulation of Binding (GO:0051100)	3/33	0.02762974362927867	0.2798839895523565	0	0	4.942171717171717	17.736774343006708	GOLGA2;HMGA2;NES
Regulation of Multicellular Organismal Development (GO:2000026)	4/58	0.028451747362309786	0.2841129464094157	0	0	3.6656352555086733	13.047996217326117	OAS2;CDK1;LAMC1;HPSE
Interferon-mediated Signaling Pathway (GO:0140888)	4/58	0.028451747362309786	0.2841129464094157	0	0	3.6656352555086733	13.047996217326117	SP100;OAS2;STAT1;STAT2
Positive Regulation of DNA-templated Transcription, Elongation (GO:0032786)	4/58	0.028451747362309786	0.2841129464094157	0	0	3.6656352555086733	13.047996217326117	MED23;CCNK;PARP1;BRD4
Membrane Protein Proteolysis (GO:0033619)	3/34	0.02986724891241439	0.2968410068795147	0	0	4.782502443792766	16.791331421476357	APH1A;NCSTN;ERAP1
Replication Fork Processing (GO:0031297)	4/59	0.030056723909548694	0.2973216773587751	0	0	3.5988032220943613	12.612613678020715	RAD50;PCNA;PARP1;NBN
Cellular Response to Arsenic-Containing Substance (GO:0071243)	2/14	0.030836054355945816	0.30219333268826903	0	0	8.223761544920235	28.611047650864926	GSTO1;MAPK13
Substrate-dependent Cell Migration (GO:0006929)	2/14	0.030836054355945816	0.30219333268826903	0	0	8.223761544920235	28.611047650864926	ITGA2;CD2AP
Cellular Response to Light Stimulus (GO:0071482)	4/60	0.031714186336593175	0.3051012574810104	0	0	3.534358047016275	12.197038446158157	PARP1;NOC2L;EIF2S1;MAPK13
Regulation of Vasculature Development (GO:1901342)	3/35	0.03219744701450753	0.3051012574810104	0	0	4.6328125	15.917732750776434	EGLN1;SP100;FGF2
Spliceosome Conformational Change to Release U4 (Or U4atac) and U1 (Or U11) (GO:0000388)	3/35	0.03219744701450753	0.3051012574810104	0	0	4.6328125	15.917732750776434	PRPF4;PRPF3;SF3B1
Negative Regulation of Cell Migration (GO:0030336)	8/187	0.0344043784175181	0.3051012574810104	0	0	2.2200060009430054	7.480468824339527	BST2;GJA1;SP100;DPYSL3;DPEP1;SRGAP3;FGF2;DCN
Gluconeogenesis (GO:0006094)	3/36	0.03461984971089258	0.3051012574810104	0	0	4.492194674012856	15.10872444458424	CRTC2;ALDOC;ENO3
Amyloid Precursor Protein Catabolic Process (GO:0042987)	2/15	0.03511859375822538	0.3051012574810104	0	0	7.590776981205193	25.42169847934166	APH1A;NCSTN
Axonal Transport of Mitochondrion (GO:0019896)	2/15	0.03511859375822538	0.3051012574810104	0	0	7.590776981205193	25.42169847934166	ARMCX1;ACTR10
CD8-positive, Alpha-Beta T Cell Homeostasis (GO:0160165)	2/15	0.03511859375822538	0.3051012574810104	0	0	7.590776981205193	25.42169847934166	PSMB10;PSMB8
Cardiac Myofibril Assembly (GO:0055003)	2/15	0.03511859375822538	0.3051012574810104	0	0	7.590776981205193	25.42169847934166	PDGFRA;OBSL1
Cellular Response to dsRNA (GO:0071359)	2/15	0.03511859375822538	0.3051012574810104	0	0	7.590776981205193	25.42169847934166	IFIH1;IFIT1
Cellular Response to Glucagon Stimulus (GO:0071377)	2/15	0.03511859375822538	0.3051012574810104	0	0	7.590776981205193	25.42169847934166	PRKAR1B;PRKAR1A
Defense Response to Protozoan (GO:0042832)	2/15	0.03511859375822538	0.3051012574810104	0	0	7.590776981205193	25.42169847934166	GBP1;GBP4
Regulation of Nuclear-Transcribed mRNA poly(A) Tail Shortening (GO:0060211)	2/15	0.03511859375822538	0.3051012574810104	0	0	7.590776981205193	25.42169847934166	CNOT1;POLR2G
Steroid Catabolic Process (GO:0006706)	2/15	0.03511859375822538	0.3051012574810104	0	0	7.590776981205193	25.42169847934166	HSD11B1;SPP1
Stress-activated MAPK Cascade (GO:0051403)	2/15	0.03511859375822538	0.3051012574810104	0	0	7.590776981205193	25.42169847934166	MAPK13;MAP2K6
Telomere Capping (GO:0016233)	2/15	0.03511859375822538	0.3051012574810104	0	0	7.590776981205193	25.42169847934166	RAD50;NBN
Telomere Maintenance in Response to DNA Damage (GO:0043247)	2/15	0.03511859375822538	0.3051012574810104	0	0	7.590776981205193	25.42169847934166	CDK2;NBN
Macrophage Activation Involved in Immune Response (GO:0002281)	2/15	0.03511859375822538	0.3051012574810104	0	0	7.590776981205193	25.42169847934166	IFI35;NMI
Membrane Protein Intracellular Domain Proteolysis (GO:0031293)	2/15	0.03511859375822538	0.3051012574810104	0	0	7.590776981205193	25.42169847934166	APH1A;NCSTN
MiRNA Metabolic Process (GO:0010586)	2/15	0.03511859375822538	0.3051012574810104	0	0	7.590776981205193	25.42169847934166	DDX17;KHSRP
NADP+ Metabolic Process (GO:0006739)	2/15	0.03511859375822538	0.3051012574810104	0	0	7.590776981205193	25.42169847934166	FMO2;ALDH1L2
Negative Regulation of cGAS/STING Signaling Pathway (GO:0160049)	2/15	0.03511859375822538	0.3051012574810104	0	0	7.590776981205193	25.42169847934166	PARP1;TREX1
Negative Regulation of Viral Transcription (GO:0032897)	2/15	0.03511859375822538	0.3051012574810104	0	0	7.590776981205193	25.42169847934166	SP100;TRIM21
Peroxisomal Membrane Transport (GO:0015919)	2/15	0.03511859375822538	0.3051012574810104	0	0	7.590776981205193	25.42169847934166	ABCD1;PEX26
Positive Regulation of Cardiac Muscle Cell Proliferation (GO:0060045)	2/15	0.03511859375822538	0.3051012574810104	0	0	7.590776981205193	25.42169847934166	RBPJ;FGF2
Protein Import Into Peroxisome Matrix (GO:0016558)	2/15	0.03511859375822538	0.3051012574810104	0	0	7.590776981205193	25.42169847934166	PEX13;PEX26
Regulation of Interleukin-2 Production (GO:0032663)	4/62	0.0351872831361583	0.3051012574810104	0	0	3.412134439109559	11.42065464667785	CD34;GBP1;PSMB10;PSMB8
Mitotic DNA Damage Checkpoint Signaling (GO:0044773)	4/62	0.0351872831361583	0.3051012574810104	0	0	3.412134439109559	11.42065464667785	TAOK3;CDK2;CDK1;NBN
Positive Regulation of Cell Population Proliferation (GO:0008284)	16/486	0.035520166073945605	0.3067253685155877	0	0	1.7004388645075275	5.675477743298372	PDGFRA;STAT1;NOP2;HMGA2;LAMC1;RBPJ;FGF2;BST2;GJA1;CDK6;NAMPT;CDK2;HPSE;IL13RA2;NES;TRPM4
Heparan Sulfate Proteoglycan Metabolic Process (GO:0030201)	3/37	0.03713387054097237	0.3167654462746105	0	0	4.359848484848484	14.357965397853595	EXT2;UGDH;HPSE
MRNA 3'-End Processing (GO:0031124)	3/37	0.03713387054097237	0.3167654462746105	0	0	4.359848484848484	14.357965397853595	FIP1L1;CSTF2;PAPOLA
Macrophage Activation (GO:0042116)	3/37	0.03713387054097237	0.3167654462746105	0	0	4.359848484848484	14.357965397853595	IFI35;NMI;TMEM106A
Fatty Acid Catabolic Process (GO:0009062)	4/64	0.03887210281316695	0.32579655986053474	0	0	3.298059071729958	10.71037571928391	ECI2;ABCD1;PEX13;CES1
Regulation of Cell Cycle Process (GO:0010564)	7/158	0.039458757738731115	0.32579655986053474	0	0	2.3001419110690633	7.435207026381743	SH3GLB1;SMARCE1;HMGA2;ATXN10;OBSL1;CDK14;CDK11B
Regulation of Cell Fate Specification (GO:0042659)	2/16	0.03961588117925814	0.32579655986053474	0	0	7.048218783735156	22.755351967117036	MTA1;FGF2
Regulation of Cell Projection Organization (GO:0031344)	2/16	0.03961588117925814	0.32579655986053474	0	0	7.048218783735156	22.755351967117036	MOV10;FAM110C
Host-mediated Suppression of Viral Proces (GO:0044793)	2/16	0.03961588117925814	0.32579655986053474	0	0	7.048218783735156	22.755351967117036	HMGA2;BRD4
Thyroid Hormone Metabolic Process (GO:0042403)	2/16	0.03961588117925814	0.32579655986053474	0	0	7.048218783735156	22.755351967117036	CTSK;CRYM
Regulation of Defense Response to Virus by Host (GO:0050691)	3/38	0.039738830509804195	0.32579655986053474	0	0	4.235064935064935	13.659890547250432	DTX3L;STAT1;PARP9
Regulation of Type I Interferon-Mediated Signaling Pathway (GO:0060338)	3/38	0.039738830509804195	0.32579655986053474	0	0	4.235064935064935	13.659890547250432	ZBP1;STAT2;ISG15
Spliceosomal Conformational Changes to Generate Catalytic Conformation (GO:0000393)	3/38	0.039738830509804195	0.32579655986053474	0	0	4.235064935064935	13.659890547250432	PRPF4;PRPF3;SF3B1
Negative Regulation of Endothelial Cell Migration (GO:0010596)	3/38	0.039738830509804195	0.32579655986053474	0	0	4.235064935064935	13.659890547250432	SP100;FGF2;DCN
Hexose Biosynthetic Process (GO:0019319)	3/39	0.04243396355438315	0.34079333157848607	0	0	4.1172138047138045	13.009597748729425	CRTC2;ALDOC;ENO3
Negative Regulation of Catalytic Activity (GO:0043086)	3/39	0.04243396355438315	0.34079333157848607	0	0	4.1172138047138045	13.009597748729425	DTX3L;PARP9;NES
MRNA Destabilization (GO:0061157)	4/66	0.04276914220405644	0.34079333157848607	0	0	3.191343405471621	10.058917868664391	MOV10;DIS3;CNOT1;KHSRP
Response to UV (GO:0009411)	5/96	0.04318562236521272	0.34079333157848607	0	0	2.7207564009594467	8.549290420054229	FEN1;PARP1;NOC2L;EIF2S1;MAPK13
Mitotic Sister Chromatid Segregation (GO:0000070)	6/128	0.04342293789099828	0.34079333157848607	0	0	2.43761731948442	7.646238674676025	GOLGA2;PPP1CC;SMC3;SMC1A;NCAPH;SMC2
RRNA Catabolic Process (GO:0016075)	2/17	0.04431769001068115	0.34079333157848607	0	0	6.578001679261125	20.499496030065934	TRIR;DIS3
Cellular Response to Gamma Radiation (GO:0071480)	2/17	0.04431769001068115	0.34079333157848607	0	0	6.578001679261125	20.499496030065934	XRCC5;TMEM109
DNA Double-Strand Break Processing (GO:0000729)	2/17	0.04431769001068115	0.34079333157848607	0	0	6.578001679261125	20.499496030065934	RAD50;NBN
Regulation of Response to Cytokine Stimulus (GO:0060759)	2/17	0.04431769001068115	0.34079333157848607	0	0	6.578001679261125	20.499496030065934	IFIH1;PARP9
Regulation of Stem Cell Proliferation (GO:0072091)	2/17	0.04431769001068115	0.34079333157848607	0	0	6.578001679261125	20.499496030065934	GJA1;HMGA2
Glycolipid Catabolic Process (GO:0019377)	2/17	0.04431769001068115	0.34079333157848607	0	0	6.578001679261125	20.499496030065934	SCARB2;SUMF1
Response to Glucagon (GO:0033762)	2/17	0.04431769001068115	0.34079333157848607	0	0	6.578001679261125	20.499496030065934	PRKAR1B;PRKAR1A
Stress-activated Protein Kinase Signaling Cascade (GO:0031098)	2/17	0.04431769001068115	0.34079333157848607	0	0	6.578001679261125	20.499496030065934	MAPK13;MAP2K6
Tail-anchored Membrane Protein Insertion Into ER Membrane (GO:0071816)	2/17	0.04431769001068115	0.34079333157848607	0	0	6.578001679261125	20.499496030065934	UBL4A;EMC4
Translational Elongation (GO:0006414)	2/17	0.04431769001068115	0.34079333157848607	0	0	6.578001679261125	20.499496030065934	EEF2K;EEF1A2
Mitotic Chromosome Condensation (GO:0007076)	2/17	0.04431769001068115	0.34079333157848607	0	0	6.578001679261125	20.499496030065934	NCAPH;SMC2
Myeloid Cell Activation Involved in Immune Response (GO:0002275)	2/17	0.04431769001068115	0.34079333157848607	0	0	6.578001679261125	20.499496030065934	IFI35;NMI
Ribosome Assembly (GO:0042255)	3/40	0.045218421781384105	0.3452000532368707	0	0	4.005733005733005	12.402753677650312	EIF5B;RPS28;NOP2
Negative Regulation of Cytoplasmic Pattern Recognition Receptor Signaling Pathway (GO:0039532)	3/40	0.045218421781384105	0.3452000532368707	0	0	4.005733005733005	12.402753677650312	PARP1;TREX1;DHX58
