Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Sulfur Amino Acid Metabolic Process (GO:0000096)	1/17	0.3291487603266553	0.5017580757650449	0	0	2.634989200863931	2.928119816548554	MPST
Termination of RNA Polymerase III Transcription (GO:0006386)	1/17	0.3291487603266553	0.5017580757650449	0	0	2.634989200863931	2.928119816548554	POLR2K
Membrane Depolarization During Cardiac Muscle Cell Action Potential (GO:0086012)	1/17	0.3291487603266553	0.5017580757650449	0	0	2.634989200863931	2.928119816548554	KCNJ2
Membrane Raft Organization (GO:0031579)	1/17	0.3291487603266553	0.5017580757650449	0	0	2.634989200863931	2.928119816548554	RFTN1
Membrane Repolarization During Cardiac Muscle Cell Action Potential (GO:0086013)	1/17	0.3291487603266553	0.5017580757650449	0	0	2.634989200863931	2.928119816548554	KCNJ2
Mesenchyme Morphogenesis (GO:0072132)	1/17	0.3291487603266553	0.5017580757650449	0	0	2.634989200863931	2.928119816548554	APC
Mesonephric Tubule Development (GO:0072164)	1/17	0.3291487603266553	0.5017580757650449	0	0	2.634989200863931	2.928119816548554	SLIT2
Myeloid Cell Activation Involved in Immune Response (GO:0002275)	1/17	0.3291487603266553	0.5017580757650449	0	0	2.634989200863931	2.928119816548554	PLCG2
Negative Regulation of Myoblast Differentiation (GO:0045662)	1/17	0.3291487603266553	0.5017580757650449	0	0	2.634989200863931	2.928119816548554	TGFB1
Negative Regulation of Protein Processing (GO:0010955)	1/17	0.3291487603266553	0.5017580757650449	0	0	2.634989200863931	2.928119816548554	PLAU
Negative Regulation of Release of Cytochrome C From Mitochondria (GO:0090201)	1/17	0.3291487603266553	0.5017580757650449	0	0	2.634989200863931	2.928119816548554	HGF
Negative Regulation of Response to Cytokine Stimulus (GO:0060761)	1/17	0.3291487603266553	0.5017580757650449	0	0	2.634989200863931	2.928119816548554	IL6
Negative Regulation of Transmembrane Transport (GO:0034763)	1/17	0.3291487603266553	0.5017580757650449	0	0	2.634989200863931	2.928119816548554	SLC43A2
Peptide Catabolic Process (GO:0043171)	1/17	0.3291487603266553	0.5017580757650449	0	0	2.634989200863931	2.928119816548554	TPP1
Phagosome Maturation (GO:0090382)	1/17	0.3291487603266553	0.5017580757650449	0	0	2.634989200863931	2.928119816548554	PIKFYVE
Positive Regulation of Autophagy of Mitochondrion (GO:1903599)	1/17	0.3291487603266553	0.5017580757650449	0	0	2.634989200863931	2.928119816548554	AMBRA1
Pos Reg Insulin Secretion Involved in Cellular Response to Glucose Stimulus (GO:0035774)	1/17	0.3291487603266553	0.5017580757650449	0	0	2.634989200863931	2.928119816548554	PLA2G6
Positive Regulation of Positive Chemotaxis (GO:0050927)	1/17	0.3291487603266553	0.5017580757650449	0	0	2.634989200863931	2.928119816548554	CDH13
Positive Regulation of Potassium Ion Transport (GO:0043268)	1/17	0.3291487603266553	0.5017580757650449	0	0	2.634989200863931	2.928119816548554	FHL1
Protein Insertion Into Mitochondrial Inner Membrane (GO:0045039)	1/17	0.3291487603266553	0.5017580757650449	0	0	2.634989200863931	2.928119816548554	TIMM10B
Protein Localization to Cell-Cell Junction (GO:0150105)	1/17	0.3291487603266553	0.5017580757650449	0	0	2.634989200863931	2.928119816548554	MPP7
Positive Regulation of Protein Catabolic Process (GO:0045732)	4/125	0.3300126840303228	0.5027862591368982	0	0	1.3952569169960474	1.5468155677789583	APP;APC;TGFB1I1;MTOR
Arachidonate Metabolic Process (GO:0019369)	2/51	0.33213592338680903	0.5034201831345466	0	0	1.7216185175368848	1.8975868438310024	GPX4;DAGLB
Cellular Response to Ketone (GO:1901655)	2/51	0.33213592338680903	0.5034201831345466	0	0	1.7216185175368848	1.8975868438310024	SPHK2;PCK2
Regulation of Interleukin-10 Production (GO:0032653)	2/51	0.33213592338680903	0.5034201831345466	0	0	1.7216185175368848	1.8975868438310024	IL6;PLCG2
Ceramide Biosynthetic Process (GO:0046513)	2/51	0.33213592338680903	0.5034201831345466	0	0	1.7216185175368848	1.8975868438310024	SMPD2;DEGS1
Epithelial to Mesenchymal Transition (GO:0001837)	2/51	0.33213592338680903	0.5034201831345466	0	0	1.7216185175368848	1.8975868438310024	TGFB1;HGF
Response to Glucose (GO:0009749)	2/51	0.33213592338680903	0.5034201831345466	0	0	1.7216185175368848	1.8975868438310024	PRKAA1;PCK2
Mitotic G2/M Transition Checkpoint (GO:0044818)	2/51	0.33213592338680903	0.5034201831345466	0	0	1.7216185175368848	1.8975868438310024	BABAM1;ZNF830
Oligosaccharide Metabolic Process (GO:0009311)	2/51	0.33213592338680903	0.5034201831345466	0	0	1.7216185175368848	1.8975868438310024	MAN2B2;NEU1
Peptidyl-tyrosine Phosphorylation (GO:0018108)	2/51	0.33213592338680903	0.5034201831345466	0	0	1.7216185175368848	1.8975868438310024	ERBB2;PTK2B
Regulation of Small GTPase Mediated Signal Transduction (GO:0051056)	5/164	0.3324527415770192	0.5036127717724938	0	0	1.3275373042298682	1.4619604919118043	ARHGAP21;ARHGEF28;DLC1;DENND4C;SLIT2
